soc_code,attribute_code,layer,score,rank_in_layer,is_dominant,dna_source
19-1022.00,ACT_MEMBANTU,ACTIVITY,24.36,12,False,onet
19-1022.00,SKL_BELAJAR,SKILL,84.96,1,True,onet
19-1022.00,SKL_ADAPTABILITAS,SKILL,80.17,2,True,onet
19-1022.00,SKL_LOGIKA,SKILL,78.07,3,True,onet
19-1022.00,SKL_KEPUTUSAN,SKILL,72.78,4,True,onet
19-1022.00,SKL_KETELITIAN,SKILL,72.57,5,True,onet
19-1022.00,SKL_CRITICAL,SKILL,71.05,6,False,onet
19-1022.00,SKL_KREATIVITAS,SKILL,70.85,7,False,onet
19-1022.00,SKL_KOMUNIKASI,SKILL,69.82,8,False,onet
19-1022.00,SKL_WAKTU,SKILL,62.9,9,False,onet
19-1022.00,SKL_PRESENTASI,SKILL,59.27,10,False,onet
19-1022.00,SKL_NUMERIK,SKILL,50.64,11,False,onet
19-1022.00,SKL_KEPEMIMPINAN,SKILL,48.79,12,False,onet
19-1022.00,SKL_PERENCANAAN,SKILL,44.4,13,False,onet
19-1022.00,SKL_NEGOSIASI,SKILL,39.43,14,False,onet
19-1022.00,SKL_KOLABORASI,SKILL,36.45,15,False,onet
19-1022.00,SKL_EMPATI,SKILL,32.83,16,False,onet
19-1022.00,ENV_KANTOR,ENVIRONMENT,85.89,1,True,onet
19-1022.00,ENV_HYBRID,ENVIRONMENT,84.3,2,True,rule
19-1022.00,ENV_REMOTE,ENVIRONMENT,74.91,3,True,rule
19-1022.00,ENV_LAB,ENVIRONMENT,74.17,4,False,onet
19-1022.00,ENV_RS,ENVIRONMENT,52.7,5,False,onet
19-1022.00,ENV_SEKOLAH,ENVIRONMENT,52.65,6,False,onet
19-1022.00,ENV_PABRIK,ENVIRONMENT,48.03,7,False,onet
19-1022.00,ENV_ONSITE,ENVIRONMENT,29.62,8,False,onet
19-1022.00,WSY_DETAIL,WORKSTYLE,100.0,1,True,onet
19-1022.00,WSY_TERSTRUKTUR,WORKSTYLE,89.21,2,True,onet
19-1022.00,WSY_DINAMIS,WORKSTYLE,78.91,3,False,onet
19-1022.00,WSY_TARGET,WORKSTYLE,62.69,4,False,onet
19-1022.00,WSY_MANDIRI,WORKSTYLE,54.23,5,False,onet
19-1022.00,WSY_BERUBAH,WORKSTYLE,45.52,6,False,onet
19-1022.00,WSY_KOLABORATIF,WORKSTYLE,35.24,7,False,onet
19-1022.00,WSY_PELAYANAN,WORKSTYLE,17.76,8,False,onet
19-1023.00,INT_RISET,INTEREST,96.83,1,True,onet
19-1023.00,INT_LINGKUNGAN,INTEREST,94.86,2,True,onet
19-1023.00,INT_BISNIS,INTEREST,39.16,3,True,onet
19-1023.00,INT_KESEHATAN,INTEREST,31.5,4,False,onet
19-1023.00,INT_PENDIDIKAN,INTEREST,26.83,5,False,onet
19-1023.00,INT_TEKNOLOGI,INTEREST,26.31,6,False,onet
19-1023.00,INT_KREATIVITAS,INTEREST,19.66,7,False,onet
19-1023.00,INT_HUKUM,INTEREST,18.68,8,False,onet
19-1023.00,INT_KEUANGAN,INTEREST,8.5,9,False,onet
19-1023.00,INT_SOSIAL,INTEREST,8.35,10,False,onet
19-1023.00,ACT_KOMUNIKASI,ACTIVITY,86.07,1,True,onet
19-1023.00,ACT_MEMBANGUN,ACTIVITY,85.28,2,True,onet
19-1023.00,ACT_PROBLEM,ACTIVITY,78.99,3,True,onet
19-1023.00,ACT_MEMBANTU,ACTIVITY,78.31,4,True,onet
19-1023.00,ACT_OPERASIONAL,ACTIVITY,77.41,5,False,onet
19-1023.00,ACT_MEMIMPIN,ACTIVITY,76.49,6,False,onet
19-1023.00,ACT_ANALISA,ACTIVITY,74.76,7,False,onet
19-1023.00,ACT_MENJUAL,ACTIVITY,72.11,8,False,onet
19-1023.00,ACT_RISET,ACTIVITY,69.75,9,False,onet
19-1023.00,ACT_QC,ACTIVITY,68.33,10,False,onet
19-1023.00,ACT_DESAIN,ACTIVITY,67.57,11,False,onet
19-1023.00,ACT_MENGAJAR,ACTIVITY,52.89,12,False,onet
19-1023.00,SKL_ADAPTABILITAS,SKILL,79.59,1,True,onet
19-1023.00,SKL_CRITICAL,SKILL,79.28,2,True,onet
19-1023.00,SKL_KEPUTUSAN,SKILL,77.66,3,True,onet
19-1023.00,SKL_BELAJAR,SKILL,71.59,4,True,onet
19-1023.00,SKL_KOMUNIKASI,SKILL,71.03,5,True,onet
19-1023.00,SKL_KOLABORASI,SKILL,70.75,6,False,onet
19-1023.00,SKL_LOGIKA,SKILL,69.6,7,False,onet
19-1023.00,SKL_KREATIVITAS,SKILL,69.02,8,False,onet
19-1023.00,SKL_WAKTU,SKILL,64.02,9,False,onet
19-1023.00,SKL_KEPEMIMPINAN,SKILL,62.1,10,False,onet
19-1023.00,SKL_NEGOSIASI,SKILL,59.14,11,False,onet
19-1023.00,SKL_PRESENTASI,SKILL,58.13,12,False,onet
19-1023.00,SKL_PERENCANAAN,SKILL,52.98,13,False,onet
19-1023.00,SKL_KETELITIAN,SKILL,52.09,14,False,onet
19-1023.00,SKL_NUMERIK,SKILL,51.75,15,False,onet
19-1023.00,SKL_EMPATI,SKILL,43.51,16,False,onet
19-1023.00,ENV_KANTOR,ENVIRONMENT,81.96,1,True,onet
19-1023.00,ENV_HYBRID,ENVIRONMENT,77.04,2,True,rule
19-1023.00,ENV_REMOTE,ENVIRONMENT,72.95,3,True,rule
19-1023.00,ENV_ONSITE,ENVIRONMENT,51.87,4,False,onet
19-1023.00,ENV_LAB,ENVIRONMENT,45.12,5,False,onet
19-1023.00,ENV_SEKOLAH,ENVIRONMENT,43.99,6,False,onet
19-1023.00,ENV_PABRIK,ENVIRONMENT,33.32,7,False,onet
19-1023.00,ENV_RS,ENVIRONMENT,25.04,8,False,onet
19-1023.00,WSY_DINAMIS,WORKSTYLE,82.15,1,True,onet
19-1023.00,WSY_KOLABORATIF,WORKSTYLE,64.76,2,True,onet
19-1023.00,WSY_DETAIL,WORKSTYLE,64.16,3,False,onet
19-1023.00,WSY_TARGET,WORKSTYLE,63.46,4,False,onet
19-1023.00,WSY_TERSTRUKTUR,WORKSTYLE,61.51,5,False,onet
19-1023.00,WSY_MANDIRI,WORKSTYLE,59.93,6,False,onet
19-1023.00,WSY_BERUBAH,WORKSTYLE,51.17,7,False,onet
19-1023.00,WSY_PELAYANAN,WORKSTYLE,37.69,8,False,onet
19-1029.01,INT_RISET,INTEREST,88.0,1,True,onet
19-1029.01,INT_TEKNOLOGI,INTEREST,86.28,2,True,onet
19-1029.01,INT_KESEHATAN,INTEREST,78.17,3,True,onet
19-1029.01,INT_BISNIS,INTEREST,21.85,4,False,onet
19-1029.01,INT_KEUANGAN,INTEREST,11.33,5,False,onet
19-1029.01,INT_PENDIDIKAN,INTEREST,9.5,6,False,onet
19-1029.01,INT_KREATIVITAS,INTEREST,6.5,7,False,onet
19-1029.01,INT_SOSIAL,INTEREST,3.57,8,False,onet
19-1029.01,INT_LINGKUNGAN,INTEREST,1.83,9,False,onet
19-1029.01,INT_HUKUM,INTEREST,1.33,10,False,onet
19-1029.01,ACT_MEMBANGUN,ACTIVITY,98.61,1,True,onet
19-1029.01,ACT_ANALISA,ACTIVITY,94.75,2,True,onet
19-1029.01,ACT_DESAIN,ACTIVITY,92.19,3,True,onet
19-1029.01,ACT_OPERASIONAL,ACTIVITY,86.95,4,True,onet
19-1029.01,ACT_PROBLEM,ACTIVITY,86.83,5,False,onet
19-1029.01,ACT_RISET,ACTIVITY,86.48,6,False,onet
19-1029.01,ACT_KOMUNIKASI,ACTIVITY,76.87,7,False,onet
19-1029.01,ACT_MEMIMPIN,ACTIVITY,71.15,8,False,onet
19-1029.01,ACT_MENGAJAR,ACTIVITY,59.23,9,False,onet
19-1029.01,ACT_QC,ACTIVITY,56.13,10,False,onet
19-1029.01,ACT_MENJUAL,ACTIVITY,44.86,11,False,onet
19-1029.01,ACT_MEMBANTU,ACTIVITY,14.5,12,False,onet
19-1029.01,SKL_ADAPTABILITAS,SKILL,94.92,1,True,onet
19-1029.01,SKL_KREATIVITAS,SKILL,84.47,2,True,onet
19-1029.01,SKL_CRITICAL,SKILL,81.75,3,True,onet
19-1029.01,SKL_BELAJAR,SKILL,75.19,4,True,onet
19-1029.01,SKL_LOGIKA,SKILL,72.24,5,True,onet
19-1029.01,SKL_KOMUNIKASI,SKILL,71.03,6,False,onet
19-1029.01,SKL_KEPUTUSAN,SKILL,70.24,7,False,onet
19-1029.01,SKL_NUMERIK,SKILL,68.96,8,False,onet
19-1029.01,SKL_PRESENTASI,SKILL,66.3,9,False,onet
19-1029.01,SKL_KETELITIAN,SKILL,62.31,10,False,onet
19-1029.01,SKL_WAKTU,SKILL,60.9,11,False,onet
19-1029.01,SKL_PERENCANAAN,SKILL,50.03,12,False,onet
19-1029.01,SKL_NEGOSIASI,SKILL,47.28,13,False,onet
19-1029.01,SKL_KEPEMIMPINAN,SKILL,44.97,14,False,onet
19-1029.01,SKL_KOLABORASI,SKILL,38.22,15,False,onet
19-1029.01,SKL_EMPATI,SKILL,35.83,16,False,onet
19-1029.01,ENV_HYBRID,ENVIRONMENT,100.0,1,True,rule
19-1029.01,ENV_REMOTE,ENVIRONMENT,99.44,2,True,rule
19-1029.01,ENV_KANTOR,ENVIRONMENT,95.01,3,True,onet
19-1029.01,ENV_SEKOLAH,ENVIRONMENT,58.62,4,False,onet
19-1029.01,ENV_LAB,ENVIRONMENT,32.84,5,False,onet
19-1029.01,ENV_RS,ENVIRONMENT,17.7,6,False,onet
19-1029.01,ENV_PABRIK,ENVIRONMENT,16.75,7,False,onet
19-1029.01,ENV_ONSITE,ENVIRONMENT,7.28,8,False,onet
19-1029.01,WSY_DINAMIS,WORKSTYLE,92.48,1,True,onet
19-1029.01,WSY_DETAIL,WORKSTYLE,89.82,2,True,onet
19-1029.01,WSY_TERSTRUKTUR,WORKSTYLE,68.58,3,False,onet
19-1029.01,WSY_TARGET,WORKSTYLE,67.59,4,False,onet
19-1029.01,WSY_MANDIRI,WORKSTYLE,58.82,5,False,onet
19-1029.01,WSY_BERUBAH,WORKSTYLE,56.72,6,False,onet
19-1029.01,WSY_KOLABORATIF,WORKSTYLE,37.66,7,False,onet
19-1029.01,WSY_PELAYANAN,WORKSTYLE,18.2,8,False,onet
19-1029.02,INT_RISET,INTEREST,95.17,1,True,onet
19-1029.02,INT_KESEHATAN,INTEREST,93.17,2,True,onet
19-1029.02,INT_BISNIS,INTEREST,25.94,3,True,onet
19-1029.02,INT_PENDIDIKAN,INTEREST,25.83,4,False,onet
19-1029.02,INT_TEKNOLOGI,INTEREST,23.61,5,False,onet
19-1029.02,INT_KEUANGAN,INTEREST,11.33,6,False,onet
19-1029.02,INT_LINGKUNGAN,INTEREST,7.0,7,False,onet
19-1029.02,INT_SOSIAL,INTEREST,5.94,8,False,onet
19-1029.02,INT_KREATIVITAS,INTEREST,4.62,9,False,onet
19-1029.02,INT_HUKUM,INTEREST,2.83,10,False,onet
19-1029.02,ACT_ANALISA,ACTIVITY,87.46,1,True,onet
19-1029.02,ACT_OPERASIONAL,ACTIVITY,83.61,2,True,onet
19-1029.02,ACT_RISET,ACTIVITY,83.27,3,True,onet
19-1029.02,ACT_MEMBANGUN,ACTIVITY,82.78,4,True,onet
19-1029.02,ACT_PROBLEM,ACTIVITY,79.35,5,False,onet
19-1029.02,ACT_DESAIN,ACTIVITY,79.28,6,False,onet
19-1029.02,ACT_MEMIMPIN,ACTIVITY,76.85,7,False,onet
19-1029.02,ACT_KOMUNIKASI,ACTIVITY,71.81,8,False,onet
19-1029.02,ACT_MENGAJAR,ACTIVITY,71.63,9,False,onet
19-1029.02,ACT_QC,ACTIVITY,61.85,10,False,onet
19-1029.02,ACT_MENJUAL,ACTIVITY,50.25,11,False,onet
19-1029.02,ACT_MEMBANTU,ACTIVITY,27.19,12,False,onet
19-1029.02,SKL_ADAPTABILITAS,SKILL,91.43,1,True,onet
19-1029.02,SKL_BELAJAR,SKILL,87.49,2,True,onet
19-1029.02,SKL_CRITICAL,SKILL,81.75,3,True,onet
19-1029.02,SKL_LOGIKA,SKILL,80.6,4,True,onet
19-1029.02,SKL_KREATIVITAS,SKILL,79.97,5,True,onet
19-1029.02,SKL_KEPUTUSAN,SKILL,77.66,6,False,onet
19-1029.02,SKL_KOMUNIKASI,SKILL,75.34,7,False,onet
19-1029.02,SKL_KETELITIAN,SKILL,72.57,8,False,onet
19-1029.02,SKL_NUMERIK,SKILL,69.94,9,False,onet
19-1029.02,SKL_PRESENTASI,SKILL,66.1,10,False,onet
19-1029.02,SKL_WAKTU,SKILL,64.69,11,False,onet
19-1029.02,SKL_NEGOSIASI,SKILL,56.93,12,False,onet
19-1029.02,SKL_PERENCANAAN,SKILL,55.93,13,False,onet
19-1029.02,SKL_KEPEMIMPINAN,SKILL,55.33,14,False,onet
19-1029.02,SKL_KOLABORASI,SKILL,43.71,15,False,onet
19-1029.02,SKL_EMPATI,SKILL,32.58,16,False,onet
19-1029.02,ENV_KANTOR,ENVIRONMENT,84.02,1,True,onet
19-1029.02,ENV_HYBRID,ENVIRONMENT,81.55,2,True,rule
19-1029.02,ENV_REMOTE,ENVIRONMENT,76.9,3,True,rule
19-1029.02,ENV_LAB,ENVIRONMENT,65.19,4,False,onet
19-1029.02,ENV_SEKOLAH,ENVIRONMENT,62.78,5,False,onet
19-1029.02,ENV_RS,ENVIRONMENT,41.78,6,False,onet
19-1029.02,ENV_PABRIK,ENVIRONMENT,33.44,7,False,onet
19-1029.02,ENV_ONSITE,ENVIRONMENT,23.39,8,False,onet
19-1029.02,WSY_DETAIL,WORKSTYLE,100.0,1,True,onet
19-1029.02,WSY_TERSTRUKTUR,WORKSTYLE,87.1,2,True,onet
19-1029.02,WSY_DINAMIS,WORKSTYLE,84.32,3,False,onet
19-1029.02,WSY_TARGET,WORKSTYLE,68.13,4,False,onet
19-1029.02,WSY_MANDIRI,WORKSTYLE,63.79,5,False,onet
19-1029.02,WSY_BERUBAH,WORKSTYLE,57.56,6,False,onet
19-1029.02,WSY_KOLABORATIF,WORKSTYLE,42.39,7,False,onet
19-1029.02,WSY_PELAYANAN,WORKSTYLE,22.75,8,False,onet
19-1029.03,INT_RISET,INTEREST,97.67,1,True,onet
19-1029.03,INT_KESEHATAN,INTEREST,93.17,2,True,onet
19-1029.03,INT_TEKNOLOGI,INTEREST,37.5,3,True,onet
19-1029.03,INT_BISNIS,INTEREST,25.87,4,False,onet
19-1029.03,INT_PENDIDIKAN,INTEREST,25.83,5,False,onet
19-1029.03,INT_LINGKUNGAN,INTEREST,9.0,6,False,onet
19-1029.03,INT_KEUANGAN,INTEREST,8.0,7,False,onet
19-1029.03,INT_KREATIVITAS,INTEREST,6.84,8,False,onet
19-1029.03,INT_SOSIAL,INTEREST,6.62,9,False,onet
19-1029.03,INT_HUKUM,INTEREST,2.83,10,False,onet
19-1029.03,ACT_ANALISA,ACTIVITY,94.29,1,True,onet
19-1029.03,ACT_RISET,ACTIVITY,87.54,2,True,onet
19-1029.03,ACT_OPERASIONAL,ACTIVITY,86.46,3,True,onet
19-1029.03,ACT_MEMBANGUN,ACTIVITY,83.34,4,True,onet
19-1029.03,ACT_PROBLEM,ACTIVITY,82.55,5,False,onet
19-1029.03,ACT_MEMIMPIN,ACTIVITY,76.85,6,False,onet
19-1029.03,ACT_MENGAJAR,ACTIVITY,76.03,7,False,onet
19-1029.03,ACT_DESAIN,ACTIVITY,74.77,8,False,onet
19-1029.03,ACT_KOMUNIKASI,ACTIVITY,70.41,9,False,onet
19-1029.03,ACT_MENJUAL,ACTIVITY,53.74,10,False,onet
19-1029.03,ACT_QC,ACTIVITY,47.73,11,False,onet
19-1029.03,ACT_MEMBANTU,ACTIVITY,30.21,12,False,onet
19-1029.03,SKL_ADAPTABILITAS,SKILL,94.73,1,True,onet
19-1029.03,SKL_BELAJAR,SKILL,89.21,2,True,onet
19-1029.03,SKL_KREATIVITAS,SKILL,79.75,3,True,onet
19-1029.03,SKL_CRITICAL,SKILL,79.28,4,True,onet
19-1029.03,SKL_KEPUTUSAN,SKILL,77.66,5,True,onet
19-1029.03,SKL_LOGIKA,SKILL,76.97,6,False,onet
19-1029.03,SKL_KOMUNIKASI,SKILL,74.47,7,False,onet
19-1029.03,SKL_NUMERIK,SKILL,73.32,8,False,onet
19-1029.03,SKL_KETELITIAN,SKILL,68.25,9,False,onet
19-1029.03,SKL_PRESENTASI,SKILL,66.78,10,False,onet
19-1029.03,SKL_NEGOSIASI,SKILL,56.93,11,False,onet
19-1029.03,SKL_KEPEMIMPINAN,SKILL,55.43,12,False,onet
19-1029.03,SKL_KOLABORASI,SKILL,54.76,13,False,onet
19-1029.03,SKL_WAKTU,SKILL,54.66,14,False,onet
19-1029.03,SKL_PERENCANAAN,SKILL,45.76,15,False,onet
19-1029.03,SKL_EMPATI,SKILL,42.35,16,False,onet
19-1029.03,ENV_KANTOR,ENVIRONMENT,84.69,1,True,onet
19-1029.03,ENV_REMOTE,ENVIRONMENT,83.98,2,True,rule
19-1029.03,ENV_HYBRID,ENVIRONMENT,83.94,3,True,rule
19-1029.03,ENV_SEKOLAH,ENVIRONMENT,63.53,4,False,onet
19-1029.03,ENV_LAB,ENVIRONMENT,52.05,5,False,onet
19-1029.03,ENV_RS,ENVIRONMENT,29.55,6,False,onet
19-1029.03,ENV_PABRIK,ENVIRONMENT,22.64,7,False,onet
19-1029.03,ENV_ONSITE,ENVIRONMENT,19.34,8,False,onet
19-1029.03,WSY_DETAIL,WORKSTYLE,100.0,1,True,onet
19-1029.03,WSY_DINAMIS,WORKSTYLE,90.52,2,True,onet
19-1029.03,WSY_TERSTRUKTUR,WORKSTYLE,81.69,3,False,onet
19-1029.03,WSY_TARGET,WORKSTYLE,69.47,4,False,onet
19-1029.03,WSY_MANDIRI,WORKSTYLE,63.42,5,False,onet
19-1029.03,WSY_KOLABORATIF,WORKSTYLE,57.51,6,False,onet
19-1029.03,WSY_BERUBAH,WORKSTYLE,53.79,7,False,onet
19-1029.03,WSY_PELAYANAN,WORKSTYLE,28.29,8,False,onet
19-1029.04,INT_RISET,INTEREST,97.67,1,True,onet
19-1029.04,INT_LINGKUNGAN,INTEREST,67.12,2,True,onet
19-1029.04,INT_KESEHATAN,INTEREST,61.5,3,True,onet
19-1029.04,INT_BISNIS,INTEREST,36.01,4,False,onet
19-1029.04,INT_PENDIDIKAN,INTEREST,28.0,5,False,onet
19-1029.04,INT_TEKNOLOGI,INTEREST,26.04,6,False,onet
19-1029.04,INT_HUKUM,INTEREST,14.5,7,False,onet
19-1029.04,INT_KREATIVITAS,INTEREST,12.14,8,False,onet
19-1029.04,INT_SOSIAL,INTEREST,9.0,9,False,onet
19-1029.04,INT_KEUANGAN,INTEREST,5.67,10,False,onet
19-1029.04,ACT_OPERASIONAL,ACTIVITY,100.0,1,True,onet
19-1029.04,ACT_RISET,ACTIVITY,100.0,2,True,onet
19-1029.04,ACT_PROBLEM,ACTIVITY,94.66,3,True,onet
19-1029.04,ACT_MEMBANGUN,ACTIVITY,90.83,4,True,onet
19-1029.04,ACT_MEMIMPIN,ACTIVITY,88.96,5,False,onet
19-1029.04,ACT_ANALISA,ACTIVITY,86.58,6,False,onet
19-1029.04,ACT_KOMUNIKASI,ACTIVITY,81.94,7,False,onet
19-1029.04,ACT_MENGAJAR,ACTIVITY,74.1,8,False,onet
19-1029.04,ACT_QC,ACTIVITY,72.91,9,False,onet
19-1029.04,ACT_DESAIN,ACTIVITY,72.37,10,False,onet
19-1029.04,ACT_MENJUAL,ACTIVITY,56.13,11,False,onet
19-1029.04,ACT_MEMBANTU,ACTIVITY,36.25,12,False,onet
19-1029.04,SKL_ADAPTABILITAS,SKILL,80.1,1,True,onet
19-1029.04,SKL_BELAJAR,SKILL,80.09,2,True,onet
19-1029.04,SKL_CRITICAL,SKILL,73.87,3,True,onet
19-1029.04,SKL_KOMUNIKASI,SKILL,73.07,4,True,onet
19-1029.04,SKL_KEPUTUSAN,SKILL,70.32,5,True,onet
19-1029.04,SKL_NUMERIK,SKILL,67.52,6,False,onet
19-1029.04,SKL_KREATIVITAS,SKILL,67.03,7,False,onet
19-1029.04,SKL_LOGIKA,SKILL,64.72,8,False,onet
19-1029.04,SKL_KETELITIAN,SKILL,61.35,9,False,onet
19-1029.04,SKL_PRESENTASI,SKILL,61.34,10,False,onet
19-1029.04,SKL_KOLABORASI,SKILL,54.86,11,False,onet
19-1029.04,SKL_KEPEMIMPINAN,SKILL,50.74,12,False,onet
19-1029.04,SKL_WAKTU,SKILL,46.7,13,False,onet
19-1029.04,SKL_PERENCANAAN,SKILL,41.46,14,False,onet
19-1029.04,SKL_NEGOSIASI,SKILL,39.95,15,False,onet
19-1029.04,SKL_EMPATI,SKILL,32.55,16,False,onet
19-1029.04,ENV_KANTOR,ENVIRONMENT,78.54,1,True,onet
19-1029.04,ENV_REMOTE,ENVIRONMENT,73.86,2,True,rule
19-1029.04,ENV_HYBRID,ENVIRONMENT,72.54,3,True,rule
19-1029.04,ENV_SEKOLAH,ENVIRONMENT,60.07,4,False,onet
19-1029.04,ENV_LAB,ENVIRONMENT,57.71,5,False,onet
19-1029.04,ENV_ONSITE,ENVIRONMENT,43.05,6,False,onet
19-1029.04,ENV_PABRIK,ENVIRONMENT,38.29,7,False,onet
19-1029.04,ENV_RS,ENVIRONMENT,21.64,8,False,onet
19-1029.04,WSY_DINAMIS,WORKSTYLE,80.25,1,True,onet
19-1029.04,WSY_DETAIL,WORKSTYLE,79.2,2,True,onet
19-1029.04,WSY_TERSTRUKTUR,WORKSTYLE,63.07,3,False,onet
19-1029.04,WSY_KOLABORATIF,WORKSTYLE,60.42,4,False,onet
19-1029.04,WSY_TARGET,WORKSTYLE,57.49,5,False,onet
19-1029.04,WSY_MANDIRI,WORKSTYLE,53.31,6,False,onet
19-1029.04,WSY_BERUBAH,WORKSTYLE,36.0,7,False,onet
19-1029.04,WSY_PELAYANAN,WORKSTYLE,29.54,8,False,onet
19-1031.00,INT_LINGKUNGAN,INTEREST,94.86,1,True,onet
19-1031.00,INT_RISET,INTEREST,56.5,2,True,onet
19-1031.00,INT_BISNIS,INTEREST,29.37,3,True,onet
19-1031.00,INT_PENDIDIKAN,INTEREST,25.67,4,False,onet
19-1031.00,INT_TEKNOLOGI,INTEREST,25.47,5,False,onet
19-1031.00,INT_HUKUM,INTEREST,20.83,6,False,onet
19-1031.00,INT_SOSIAL,INTEREST,17.17,7,False,onet
19-1031.00,INT_KEUANGAN,INTEREST,9.17,8,False,onet
19-1031.00,INT_KESEHATAN,INTEREST,9.0,9,False,onet
19-1031.00,INT_KREATIVITAS,INTEREST,4.27,10,False,onet
19-1031.00,ACT_ANALISA,ACTIVITY,86.88,1,True,onet
19-1031.00,ACT_MEMBANGUN,ACTIVITY,84.72,2,True,onet
19-1031.00,ACT_QC,ACTIVITY,74.21,3,True,onet
19-1031.00,ACT_PROBLEM,ACTIVITY,73.29,4,True,onet
19-1031.00,ACT_KOMUNIKASI,ACTIVITY,71.77,5,False,onet
19-1031.00,ACT_OPERASIONAL,ACTIVITY,70.78,6,False,onet
19-1031.00,ACT_RISET,ACTIVITY,70.46,7,False,onet
19-1031.00,ACT_MEMBANTU,ACTIVITY,62.46,8,False,onet
19-1031.00,ACT_MENGAJAR,ACTIVITY,59.5,9,False,onet
19-1031.00,ACT_MENJUAL,ACTIVITY,59.44,10,False,onet
19-1031.00,ACT_MEMIMPIN,ACTIVITY,58.76,11,False,onet
19-1031.00,ACT_DESAIN,ACTIVITY,55.56,12,False,onet
19-1031.00,SKL_ADAPTABILITAS,SKILL,71.68,1,True,onet
19-1031.00,SKL_KREATIVITAS,SKILL,66.07,2,True,onet
19-1031.00,SKL_LOGIKA,SKILL,63.71,3,True,onet
19-1031.00,SKL_KOMUNIKASI,SKILL,61.89,4,True,onet
19-1031.00,SKL_CRITICAL,SKILL,60.75,5,True,onet
19-1031.00,SKL_BELAJAR,SKILL,59.76,6,False,onet
19-1031.00,SKL_WAKTU,SKILL,59.38,7,False,onet
19-1031.00,SKL_KEPUTUSAN,SKILL,57.9,8,False,onet
19-1031.00,SKL_KOLABORASI,SKILL,57.2,9,False,onet
19-1031.00,SKL_NUMERIK,SKILL,57.13,10,False,onet
19-1031.00,SKL_NEGOSIASI,SKILL,56.93,11,False,onet
19-1031.00,SKL_KEPEMIMPINAN,SKILL,54.58,12,False,onet
19-1031.00,SKL_KETELITIAN,SKILL,54.41,13,False,onet
19-1031.00,SKL_PRESENTASI,SKILL,52.24,14,False,onet
19-1031.00,SKL_PERENCANAAN,SKILL,50.83,15,False,onet
19-1031.00,SKL_EMPATI,SKILL,43.49,16,False,onet
19-1031.00,ENV_KANTOR,ENVIRONMENT,73.52,1,True,onet
19-1031.00,ENV_REMOTE,ENVIRONMENT,70.55,2,True,rule
19-1031.00,ENV_HYBRID,ENVIRONMENT,70.38,3,True,rule
19-1031.00,ENV_ONSITE,ENVIRONMENT,55.51,4,False,onet
19-1031.00,ENV_SEKOLAH,ENVIRONMENT,49.61,5,False,onet
19-1031.00,ENV_LAB,ENVIRONMENT,43.08,6,False,onet
19-1031.00,ENV_PABRIK,ENVIRONMENT,25.95,7,False,onet
19-1031.00,ENV_RS,ENVIRONMENT,22.82,8,False,onet
19-1031.00,WSY_DINAMIS,WORKSTYLE,75.12,1,True,onet
19-1031.00,WSY_TERSTRUKTUR,WORKSTYLE,67.68,2,True,onet
19-1031.00,WSY_DETAIL,WORKSTYLE,66.81,3,False,onet
19-1031.00,WSY_KOLABORATIF,WORKSTYLE,60.84,4,False,onet
19-1031.00,WSY_MANDIRI,WORKSTYLE,59.74,5,False,onet
19-1031.00,WSY_TARGET,WORKSTYLE,58.03,6,False,onet
19-1031.00,WSY_BERUBAH,WORKSTYLE,50.09,7,False,onet
19-1031.00,WSY_PELAYANAN,WORKSTYLE,41.44,8,False,onet
19-1031.02,INT_LINGKUNGAN,INTEREST,94.17,1,True,onet
19-1031.02,INT_RISET,INTEREST,57.83,2,True,onet
19-1031.02,INT_BISNIS,INTEREST,42.83,3,True,onet
19-1031.02,INT_TEKNOLOGI,INTEREST,25.09,4,False,onet
19-1031.02,INT_HUKUM,INTEREST,21.33,5,False,onet
19-1031.02,INT_SOSIAL,INTEREST,15.33,6,False,onet
19-1031.02,INT_PENDIDIKAN,INTEREST,13.0,7,False,onet
19-1031.02,INT_KEUANGAN,INTEREST,8.0,8,False,onet
19-1031.02,INT_KESEHATAN,INTEREST,7.0,9,False,onet
19-1031.02,INT_KREATIVITAS,INTEREST,2.33,10,False,onet
19-1031.02,ACT_MEMIMPIN,ACTIVITY,87.54,1,True,onet
19-1031.02,ACT_MENJUAL,ACTIVITY,86.69,2,True,onet
19-1031.02,ACT_KOMUNIKASI,ACTIVITY,86.34,3,True,onet
19-1031.02,ACT_QC,ACTIVITY,83.21,4,True,onet
19-1031.02,ACT_PROBLEM,ACTIVITY,82.2,5,False,onet
19-1031.02,ACT_MEMBANTU,ACTIVITY,79.98,6,False,onet
19-1031.02,ACT_RISET,ACTIVITY,78.29,7,False,onet
19-1031.02,ACT_ANALISA,ACTIVITY,75.79,8,False,onet
19-1031.02,ACT_DESAIN,ACTIVITY,72.67,9,False,onet
19-1031.02,ACT_OPERASIONAL,ACTIVITY,69.46,10,False,onet
19-1031.02,ACT_MEMBANGUN,ACTIVITY,64.73,11,False,onet
19-1031.02,ACT_MENGAJAR,ACTIVITY,53.47,12,False,onet
19-1031.02,SKL_LOGIKA,SKILL,72.99,1,True,onet
19-1031.02,SKL_ADAPTABILITAS,SKILL,70.19,2,True,onet
19-1031.02,SKL_CRITICAL,SKILL,65.9,3,True,onet
19-1031.02,SKL_KEPUTUSAN,SKILL,65.12,4,True,onet
